,seq_num[ce],Genus,Scientific Name,Min Elevation,Max Elevation,Latitude,Longitude,Specific Epithet
0,ee97f914-5c57-11de-98cb-001f29e2923c,Allograpta,allograpta amphotera,183.0,183.0,-9.97861,-138.83583,amphotera
1,ee97f7c0-5c57-11de-98cb-001f29e2923c,Oopsis,oopsis nutator,377.0,377.0,-9.97694,-138.82889,nutator
2,ee97f432-5c57-11de-98cb-001f29e2923c,Allograpta,allograpta amphotera,377.0,377.0,-9.97694,-138.82889,amphotera
3,ee97ef5a-5c57-11de-98cb-001f29e2923c,Bactrocera,bactrocera perfusca,183.0,183.0,-9.97861,-138.83583,perfusca
4,ee97eeb0-5c57-11de-98cb-001f29e2923c,Homoneura,homoneura hawaiiensis,183.0,183.0,-9.97861,-138.83583,hawaiiensis
5,ee97e802-5c57-11de-98cb-001f29e2923c,Oopsis,oopsis nutator,279.0,279.0,-9.96833,-138.83056,nutator
6,ee97e74e-5c57-11de-98cb-001f29e2923c,Toxorhynchites,toxorhynchites brevipalpis,183.0,183.0,-9.97861,-138.83583,brevipalpis
7,ee97de84-5c57-11de-98cb-001f29e2923c,Chrysoperla,chrysoperla congrua,279.0,279.0,-9.96833,-138.83056,congrua
8,ee97dd1c-5c57-11de-98cb-001f29e2923c,Cardiocondyla,cardiocondyla emeryi,279.0,279.0,-9.96833,-138.83056,emeryi
9,ee97d9c0-5c57-11de-98cb-001f29e2923c,Balclutha,balclutha rosea,279.0,279.0,-9.96833,-138.83056,rosea
10,ee97d5ba-5c57-11de-98cb-001f29e2923c,Tapinoma,tapinoma melanocephalum,175.0,175.0,-9.97417,-138.83556,melanocephalum
11,ee97d510-5c57-11de-98cb-001f29e2923c,Hypoponera,hypoponera opaciceps,183.0,183.0,-9.97861,-138.83583,opaciceps
12,ee97c93a-5c57-11de-98cb-001f29e2923c,Balclutha,balclutha rosea,130.0,130.0,-9.97944,-138.83917,rosea
13,ee97c3e0-5c57-11de-98cb-001f29e2923c,Cardiocondyla,cardiocondyla emeryi,118.0,118.0,-9.98639,-138.83778,emeryi
14,ee97c336-5c57-11de-98cb-001f29e2923c,Plagiolepis,plagiolepis alluaudi,118.0,118.0,-9.98639,-138.83778,alluaudi
15,ee97c07a-5c57-11de-98cb-001f29e2923c,Balclutha,balclutha incisa,130.0,130.0,-9.97944,-138.83917,incisa
16,ee97be5e-5c57-11de-98cb-001f29e2923c,Balclutha,balclutha rosea,183.0,183.0,-9.97861,-138.83583,rosea
17,ee97fb1c-5c57-11de-98cb-001f29e2923c,Anoplolepis,anoplolepis gracilipes,183.0,183.0,-9.97861,-138.83583,gracilipes
18,e23609aa-b745-11e4-8441-00248188a0be,Paratrechina,paratrechina longicornis,183.0,183.0,-9.97861,-138.83583,longicornis
19,eea2ea54-5c57-11de-98cb-001f29e2923c,Gnathothlibus,gnathothlibus erotus,42.0,42.0,-17.49154,-149.82864,erotus
20,eea2eb08-5c57-11de-98cb-001f29e2923c,Gnathothlibus,gnathothlibus erotus,243.0,243.0,-17.5415,-149.82848,erotus
21,eea2ed2e-5c57-11de-98cb-001f29e2923c,Piletocera,piletocera signiferalis,243.0,243.0,-17.5415,-149.82848,signiferalis
22,eea2f152-5c57-11de-98cb-001f29e2923c,Piletocera,piletocera signiferalis,243.0,243.0,-17.5415,-149.82848,signiferalis
23,eea2f2b0-5c57-11de-98cb-001f29e2923c,Chrysodeixis,chrysodeixis chalcites,243.0,243.0,-17.5415,-149.82848,chalcites
24,eea30700-5c57-11de-98cb-001f29e2923c,Lampides,lampides boeticus,880.0,880.0,-17.51064,-149.83835,boeticus
25,d032f6f2-903a-11e2-a3e9-001f29e2923c,Pisistrata,pisistrata trypheropa,243.0,243.0,-17.5415,-149.82848,trypheropa
26,eea31178-5c57-11de-98cb-001f29e2923c,Macarostola,macarostola pontificalis,243.0,243.0,-17.5415,-149.82848,pontificalis
27,eea3122c-5c57-11de-98cb-001f29e2923c,Macarostola,macarostola pontificalis,243.0,243.0,-17.5415,-149.82848,pontificalis
28,eea31650-5c57-11de-98cb-001f29e2923c,Anatrachyntis,anatrachyntis lunulifera,243.0,243.0,-17.5415,-149.82848,lunulifera
29,eea32e42-5c57-11de-98cb-001f29e2923c,Anatrachyntis,anatrachyntis lunulifera,375.0,375.0,-17.53395,-149.80061,lunulifera
30,eea32ef6-5c57-11de-98cb-001f29e2923c,Anatrachyntis,anatrachyntis lunulifera,375.0,375.0,-17.53395,-149.80061,lunulifera
31,eea331da-5c57-11de-98cb-001f29e2923c,Assara,assara halmophila,1.0,1.0,-17.492,-149.82639,halmophila
32,eea34fa8-5c57-11de-98cb-001f29e2923c,Stemorrhages,stemorrhages thetydalis,822.0,822.0,-17.5074,-149.84012,thetydalis
33,eea35106-5c57-11de-98cb-001f29e2923c,Callopistria,callopistria alticola,822.0,822.0,-17.5074,-149.84012,alticola
34,eea351b0-5c57-11de-98cb-001f29e2923c,Callopistria,callopistria steevei,822.0,822.0,-17.5074,-149.84012,steevei
35,eea35264-5c57-11de-98cb-001f29e2923c,Chrysodeixis,chrysodeixis chalcites,822.0,822.0,-17.5074,-149.84012,chalcites
36,eea3532c-5c57-11de-98cb-001f29e2923c,Mocis,mocis trifasciata,822.0,822.0,-17.5074,-149.84012,trifasciata
37,eea3548a-5c57-11de-98cb-001f29e2923c,Chasmina,chasmina tibialis,42.0,42.0,-17.49154,-149.82864,tibialis
38,eea3553e-5c57-11de-98cb-001f29e2923c,Thalassodes,thalassodes pilaria,42.0,42.0,-17.49154,-149.82864,pilaria
39,eea35da4-5c57-11de-98cb-001f29e2923c,Cryptoblabes,cryptoblabes plagioleuca,42.0,42.0,-17.49154,-149.82864,plagioleuca
40,eea381f8-5c57-11de-98cb-001f29e2923c,Macroglossum,macroglossum hirundo,245.0,245.0,-17.54139,-149.82686,hirundo
41,eea3840a-5c57-11de-98cb-001f29e2923c,Assara,assara halmophila,245.0,245.0,-17.54139,-149.82686,halmophila
42,eea38f5e-5c57-11de-98cb-001f29e2923c,Cnaphalocrocis,cnaphalocrocis hemicrossa,245.0,245.0,-17.54139,-149.82686,hemicrossa
43,eea3b3e4-5c57-11de-98cb-001f29e2923c,Kallitaxila,kallitaxila sinica,2.0,2.0,-17.55119,-149.77596,sinica
44,eea3c1ae-5c57-11de-98cb-001f29e2923c,Assara,assara halmophila,1.0,1.0,-17.492,-149.82639,halmophila
45,eea3fa2a-5c57-11de-98cb-001f29e2923c,Hyblaea,hyblaea puera,413.0,413.0,-17.53724,-149.86766,puera
46,eea3fade-5c57-11de-98cb-001f29e2923c,Macroglossum,macroglossum hirundo,413.0,413.0,-17.53724,-149.86766,hirundo
47,eea3fb88-5c57-11de-98cb-001f29e2923c,Chrysodeixis,chrysodeixis chalcites,413.0,413.0,-17.53724,-149.86766,chalcites
48,eea3fc3c-5c57-11de-98cb-001f29e2923c,Spodoptera,spodoptera litura,413.0,413.0,-17.53724,-149.86766,litura
49,eea3fce6-5c57-11de-98cb-001f29e2923c,Anomis,anomis sabulifera,413.0,413.0,-17.53724,-149.86766,sabulifera
50,eea3fd90-5c57-11de-98cb-001f29e2923c,Cryptophlebia,cryptophlebia pallifimbriana,413.0,413.0,-17.53724,-149.86766,pallifimbriana
51,eea3ffb6-5c57-11de-98cb-001f29e2923c,Eudocima,eudocima fullonia,420.0,420.0,-17.53637,-149.86969,fullonia
52,eea4006a-5c57-11de-98cb-001f29e2923c,Gnathothlibus,gnathothlibus erotus,420.0,420.0,-17.53637,-149.86969,erotus
53,eea40114-5c57-11de-98cb-001f29e2923c,Macroglossum,macroglossum hirundo,420.0,420.0,-17.53637,-149.86969,hirundo
54,eea4081c-5c57-11de-98cb-001f29e2923c,Hyblaea,hyblaea puera,420.0,420.0,-17.53637,-149.86969,puera
55,eea408da-5c57-11de-98cb-001f29e2923c,Chasmina,chasmina tibialis,420.0,420.0,-17.53637,-149.86969,tibialis
56,eea40aec-5c57-11de-98cb-001f29e2923c,Anomis,anomis sabulifera,420.0,420.0,-17.53637,-149.86969,sabulifera
57,eea40db2-5c57-11de-98cb-001f29e2923c,Piletocera,piletocera signiferalis,420.0,420.0,-17.53637,-149.86969,signiferalis
58,eea40f10-5c57-11de-98cb-001f29e2923c,Endotricha,endotricha mesenterialis,420.0,420.0,-17.53637,-149.86969,mesenterialis
59,eea42298-5c57-11de-98cb-001f29e2923c,Stoeberhinus,stoeberhinus testaceus,420.0,420.0,-17.53637,-149.86969,testaceus
60,eea4359e-5c57-11de-98cb-001f29e2923c,Ornidia,ornidia obesa,353.0,353.0,-17.53626,-149.86641,obesa
61,ccccfb20-a2cb-11e4-8c9e-00248188a0be,Omiodes,omiodes diemenalis,54.0,54.0,-17.52818,-149.85561,diemenalis
62,eea45b50-5c57-11de-98cb-001f29e2923c,Maruca,maruca vitrata,236.0,236.0,-17.5419,-149.82809,vitrata
63,eea46456-5c57-11de-98cb-001f29e2923c,Cryptophlebia,cryptophlebia pallifimbriana,236.0,236.0,-17.54207,-149.82674,pallifimbriana
64,eea46500-5c57-11de-98cb-001f29e2923c,Cryptophlebia,cryptophlebia pallifimbriana,236.0,236.0,-17.54207,-149.82674,pallifimbriana
65,eea465b4-5c57-11de-98cb-001f29e2923c,Cryptophlebia,cryptophlebia pallifimbriana,470.0,470.0,-16.76649,-151.45656,pallifimbriana
66,eea47464-5c57-11de-98cb-001f29e2923c,Cryptoblabes,cryptoblabes plagioleuca,236.0,236.0,-17.54207,-149.82674,plagioleuca
67,8b5f92ce-5df8-11de-96b8-001f29e2923c,Colocasia,colocasia esculenta,138.0,158.0,-17.53631,-149.82951,esculenta
68,2c3d5b74-7634-11de-b1b5-001f29e2923c,Heteropsylla,heteropsylla cubana,50.0,50.0,17.49153,149.82886,cubana
69,2c79776c-7634-11de-b1b5-001f29e2923c,Mesohomotoma,mesohomotoma hibisci,100.0,100.0,17.53121,149.86319,hibisci
70,2c7e0624-7634-11de-b1b5-001f29e2923c,Kallitaxila,kallitaxila sinica,100.0,100.0,17.53121,149.86319,sinica
71,afe41efe-7643-11de-b1b5-001f29e2923c,Ceresium,ceresium unicolor,,,-17.50194,-149.815,unicolor
72,aff95d0a-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.57913,-149.7995,crinicornis
73,b0027610-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.49058,-149.82669,crinicornis
74,b023da76-7643-11de-b1b5-001f29e2923c,Leptoglossus,leptoglossus australis,,,,,australis
75,b04f4378-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.49058,-149.82669,crinicornis
76,b07a1594-7643-11de-b1b5-001f29e2923c,Ceresium,ceresium unicolor,,,-17.49058,-149.82669,unicolor
77,b07d202c-7643-11de-b1b5-001f29e2923c,Protaetia,protaetia fusca,,,-17.49058,-149.82669,fusca
78,b0835082-7643-11de-b1b5-001f29e2923c,Ceresium,ceresium unicolor,,,-17.49058,-149.82669,unicolor
79,b0867c8a-7643-11de-b1b5-001f29e2923c,Raiatea,raiatea ouliatea,,,,,ouliatea
80,b0898a4c-7643-11de-b1b5-001f29e2923c,Raiatea,raiatea ouliatea,,,,,ouliatea
81,b0915592-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.5421,-148.8267,crinicornis
82,b09aacaa-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.5421,-148.8267,crinicornis
83,b09f4486-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.5421,-148.8267,crinicornis
84,b0a3d9c4-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.5421,-148.8267,crinicornis
85,b0a87088-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.5421,-148.8267,crinicornis
86,b0ac5e14-7643-11de-b1b5-001f29e2923c,Placosternus,placosternus crinicornis,,,-17.57913,-149.7995,crinicornis
87,e1bb2174-dacb-11de-8a69-001f29e2923c,Anoplolepis,anoplolepis gracilipes,130.0,130.0,-9.97944,-138.83917,gracilipes
88,f97109a4-b73f-11e4-8441-00248188a0be,Cimex,cimex lectularius,,,-17.48889,-149.87694,lectularius
89,f143cede-a1bd-11df-a7a8-001f29e2923c,Homalodisca,homalodisca vitripennis,600.0,600.0,-17.50111,-149.84111,vitripennis
90,20dd9a28-82f0-11de-a532-001f29e2923c,Batracomorphus,batracomorphus colina,1900.0,1900.0,-17.58917,-149.50528,colina
91,20e0c8a6-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
92,20e3ef36-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
93,20e72642-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
94,20ea494e-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
95,20ed6b60-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,,,,,nitida
96,20f08a48-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
97,20fd152e-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,500.0,500.0,-16.49917,-151.73972,tahitiensis
98,21003592-82f0-11de-a532-001f29e2923c,Batracomorphus,batracomorphus colina,1400.0,1400.0,-17.58917,-149.50528,colina
99,210351f0-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,1900.0,1900.0,-17.58917,-149.50528,tahitiensis
100,21067254-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,300.0,300.0,-16.77972,-150.9725,tahitiensis
101,2109a2ee-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,300.0,300.0,-16.77972,-150.9725,tahitiensis
102,210cc0a0-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,,,,,tahitiensis
103,210fdd44-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,500.0,500.0,-16.49917,-151.73972,tahitiensis
104,21133340-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,500.0,500.0,-16.49917,-151.73972,tahitiensis
105,21165200-82f0-11de-a532-001f29e2923c,Tharra,tharra tahitiensis,300.0,300.0,-16.77972,-150.9725,tahitiensis
106,2122f7da-82f0-11de-a532-001f29e2923c,Balclutha,balclutha rosea,500.0,500.0,-16.49917,-151.73972,rosea
107,21261956-82f0-11de-a532-001f29e2923c,Dryadomorpha,dryadomorpha metrosideri,,,,,metrosideri
108,212942ca-82f0-11de-a532-001f29e2923c,Dryadomorpha,dryadomorpha metrosideri,1400.0,1400.0,-17.58917,-149.50528,metrosideri
109,21410810-82f0-11de-a532-001f29e2923c,Balclutha,balclutha incisa,,,,,incisa
110,2148b5a6-82f0-11de-a532-001f29e2923c,Empoasca,empoasca solana,,,,,solana
